1,-0.0000000000e+00,3.4292618122e-27
2,-8.9741658629e-27,-1.1034950253e-26
3,-8.3696228033e-27,-1.2035155305e-26
4,-2.3404637477e-27,-1.0905870249e-26
5,4.6427413098e-27,-1.0329946670e-26
6,1.0391981919e-26,-1.0016854674e-26
7,1.3200465436e-26,-9.6956232777e-27
8,1.4064597439e-26,-9.2507515741e-27
9,1.4064592576e-26,-8.7092919975e-27
10,1.3658849934e-26,-8.2135137398e-27
11,1.3117478702e-26,-7.8109164908e-27
12,1.2520027521e-26,-7.4566662416e-27
13,1.1933845895e-26,-7.1603821235e-27
14,1.1416243380e-26,-6.9213396815e-27
15,1.0983628239e-26,-6.7326845577e-27
16,1.0631214109e-26,-6.5809561033e-27
17,1.0348765522e-26,-6.4613979325e-27
18,1.0125107048e-26,-6.3652727909e-27
19,9.9501318816e-27,-6.2899868080e-27
20,9.8147556224e-27,-6.2293261837e-27
21,9.7110583877e-27,-6.1817899642e-27
22,9.6321384705e-27,-6.1430393779e-27
23,9.5726279382e-27,-6.1124907683e-27
24,9.5281394864e-27,-6.0871429686e-27
25,9.4954192887e-27,-6.0669866762e-27
26,9.4716973048e-27,-6.0498927056e-27
27,9.4550129840e-27,-6.0361380065e-27
28,9.4436274523e-27,-6.0241635036e-27
29,9.4363759426e-27,-6.0143933409e-27
30,9.4321540066e-27,-6.0056459349e-27
31,9.4302761227e-27,-5.9984006824e-27
32,9.4300276804e-27,-5.9917334105e-27
33,9.4310172515e-27,-5.9861319855e-27
34,9.4327784859e-27,-5.9808525547e-27
35,9.4351029185e-27,-5.9763661923e-27
36,9.4376852878e-27,-5.9720583918e-27
37,9.4404320335e-27,-5.9683706528e-27
38,9.4431433170e-27,-5.9647839718e-27
39,9.4457964240e-27,-5.9617048970e-27
40,9.4482605416e-27,-5.9586862938e-27
41,9.4505558508e-27,-5.9560993372e-27
42,9.4525958576e-27,-5.9535520564e-27
43,9.4544245583e-27,-5.9513809679e-27
44,9.4559836115e-27,-5.9492387194e-27
45,6.5997406651e-21,1.4151350059e-21
46,6.2248463741e-20,1.3114903183e-20
47,2.4783460710e-19,5.0854223699e-20
48,6.9722287048e-19,1.4038589212e-19
49,1.6227160354e-18,3.2229940492e-19
50,3.3419214950e-18,6.5697977798e-19
51,6.3092706966e-18,1.2303624131e-18
52,1.1153486939e-17,2.1608457356e-18
53,1.8869286218e-17,3.6072579554e-18
54,3.1402107651e-17,5.7778436461e-18
55,4.9628223185e-17,8.9404171761e-18
56,7.7012138864e-17,1.3433657994e-17
57,1.1417389111e-16,1.9679588357e-17
58,1.6655452183e-16,2.8197237023e-17
59,2.3690794121e-16,3.9617491495e-17
60,3.3110299510e-16,5.4699130997e-17
61,4.5410956817e-16,7.4346025050e-17
62,6.1459467735e-16,9.9625471346e-17
63,8.2089650068e-16,1.3178727972e-16
64,1.0824212428e-15,1.7228269581e-16
65,1.4119221422e-15,2.2278447433e-16
66,1.8225102400e-15,2.8520674082e-16
67,2.3328409175e-15,3.6172480542e-16
68,2.9605875768e-15,4.5479424267e-16
69,3.7341425522e-15,5.6717010663e-16
70,4.6840869949e-15,7.0192538500e-16
71,5.8540865918e-15,8.6247046835e-16
72,7.2995647773e-15,1.0525744109e-15
73,9.0995933236e-15,1.2763912314e-15
74,1.1360383034e-14,1.5384938000e-15
75,1.4232669774e-14,1.8439216134e-15
76,1.7923482752e-14,2.1982479179e-15
77,2.2718705180e-14,2.6076762673e-15
78,2.9006132056e-14,3.0791755238e-15
79,3.7308790980e-14,3.6206676480e-15
80,4.8323494041e-14,4.2412806106e-15
81,6.2958511290e-14,4.9516843900e-15
82,8.2381802221e-14,5.7645241647e-15
83,1.0807535688e-13,6.6949701009e-15
84,1.4188650609e-13,7.7613963316e-15
85,1.8607775489e-13,8.9862059972e-15
86,2.4338510531e-13,1.0396808346e-14
87,3.1705416667e-13,1.2026756647e-14
88,4.1087684234e-13,1.3917039865e-14
89,5.2921374883e-13,1.6117522291e-14
90,6.7699446999e-13,1.8688504323e-14
91,8.5969683716e-13,2.1702378128e-14
92,1.0833066122e-12,2.5245326393e-14
93,1.3542457768e-12,2.9419014118e-14
94,1.6792682576e-12,3.4342195022e-14
95,2.0653452864e-12,4.0152160163e-14
96,2.5194919131e-12,4.7005927688e-14
97,3.0486024431e-12,5.5081086819e-14
98,3.6592445944e-12,6.4576183138e-14
99,4.3574378964e-12,7.5710558452e-14
100,5.1484406847e-12,8.8723537587e-14
101,6.0365096900e-12,1.0387289569e-13
102,7.0246894282e-12,1.2143252462e-13
103,8.1145976061e-12,1.4168927429e-13
104,9.3062460970e-12,1.6493893438e-13
105,1.0597882004e-11,1.9148139357e-13
106,1.1985870940e-11,2.2161500309e-13
107,1.3464614267e-11,2.5563025413e-13
108,1.5026519207e-11,2.9380286161e-13
109,1.6662014043e-11,3.3638643446e-13
110,1.8359606956e-11,3.8360488192e-13
111,2.0106000526e-11,4.3564479180e-13
112,2.1886238877e-11,4.9264796460e-13
113,2.3683914325e-11,5.5470436881e-13
114,2.5481385861e-11,6.2184570374e-13
115,2.7260044841e-11,6.9403983054e-13
116,2.9000589561e-11,7.7118622449e-13
117,3.0683324974e-11,8.5311267036e-13
118,3.2288458210e-11,9.3957328759e-13
119,3.3796395809e-11,1.0302480405e-12
120,3.5188030942e-11,1.1247437302e-12
121,3.6445015239e-11,1.2225965413e-12
122,3.7550005683e-11,1.3232760395e-12
123,3.8486889107e-11,1.4261906098e-12
124,3.9240966565e-11,1.5306941374e-12
125,3.9799113249e-11,1.6360938495e-12
126,4.0149894741e-11,1.7416590441e-12
127,4.0283653621e-11,1.8466305801e-12
128,4.0192559118e-11,1.9502308054e-12
129,3.9870615143e-11,2.0516737845e-12
130,3.9313652232e-11,2.1501754854e-12
131,3.8519278581e-11,2.2449638082e-12
132,3.7486809180e-11,2.3352881278e-12
133,3.6217183855e-11,2.4204282818e-12
134,3.4712857599e-11,2.4997027144e-12
135,3.2977682841e-11,2.5724757752e-12
136,3.1016793039e-11,2.6381639350e-12
137,2.8836468009e-11,2.6962409991e-12
138,2.6444013166e-11,2.7462421326e-12
139,2.3847634997e-11,2.7877668589e-12
140,2.1056323974e-11,2.8204808946e-12
141,1.8079747675e-11,2.8441170522e-12
142,1.4928149665e-11,2.8584751080e-12
143,1.1612270908e-11,2.8634209249e-12
144,8.1432623917e-12,2.8588847386e-12
145,4.5326322471e-12,2.8448589405e-12
146,7.9218941502e-13,2.8213952577e-12
147,-3.0659981347e-12,2.7886016860e-12
148,-7.0296382214e-12,2.7466390530e-12
149,-1.1086234472e-11,2.6957175734e-12
150,-1.5223106094e-11,2.6360932365e-12
151,-1.9427402443e-11,2.5680643823e-12
152,-2.3686111787e-11,2.4919682607e-12
153,-2.7986070496e-11,2.4081779204e-12
154,-3.2313971510e-11,2.3170991676e-12
155,-3.6656374902e-11,2.2191679355e-12
156,-4.0999719006e-11,2.1148477496e-12
157,-4.5330337406e-11,2.0046276260e-12
158,-4.9634483011e-11,1.8890200385e-12
159,-5.3898348004e-11,1.7685592955e-12
160,-5.8108098713e-11,1.6437999177e-12
161,-6.2249912547e-11,1.5153153701e-12
162,-6.6310019126e-11,1.3836967049e-12
163,-7.0274745558e-11,1.2495514877e-12
164,-7.4130570129e-11,1.1135025344e-12
165,-7.7864178311e-11,9.7618686341e-13
166,-8.1462517372e-11,8.3825436412e-13
167,-8.4912861120e-11,7.0036662431e-13
168,-8.8202870168e-11,5.6319539731e-13
169,-9.1320649347e-11,4.2742119370e-13
170,-9.4254819672e-11,2.9373145932e-13
171,-9.6994563051e-11,1.6281887019e-13
172,-9.9529692809e-11,3.5379186585e-14
173,-1.0185069861e-10,-8.7890756356e-14
174,-1.0394879826e-10,-2.0629550092e-13
175,-1.0581598024e-10,-3.1914323814e-13
176,-1.0744503894e-10,-4.2574850283e-13
177,-1.0882961531e-10,-5.2543462350e-13
178,-1.0996421012e-10,-6.1753656131e-13
179,-1.1084421010e-10,-7.0140342647e-13
180,-1.1146589589e-10,-7.7640134043e-13
181,-1.1182645136e-10,-8.4191589151e-13
182,-1.1192394943e-10,-8.9735489132e-13
183,-1.1175735718e-10,-9.4215064091e-13
184,-1.1132650455e-10,-9.7576245689e-13
185,-1.1063207577e-10,-9.9767862944e-13
186,-1.0967557139e-10,-1.0074186090e-12
187,-1.0845927664e-10,-1.0045345569e-12
188,-1.0698623029e-10,-9.8861310637e-13
189,-1.0526016788e-10,-9.5927643296e-13
190,-1.0328549351e-10,-9.1618353142e-13
191,-1.0106721280e-10,-8.5903076154e-13
192,-9.8610891712e-11,-7.8755261305e-13
193,-9.5922600554e-11,-7.0152171254e-13
194,-9.3008859866e-11,-6.0074907670e-13
195,-8.9876580745e-11,-4.8508359409e-13
196,-8.6533014712e-11,-3.5441179361e-13
197,-8.2985692157e-11,-2.0865683882e-13
198,-7.9242374982e-11,-4.7777860182e-14
199,-7.5310993685e-11,1.2823148093e-13
200,-7.1199606846e-11,3.1934403103e-13
201,-6.6916339587e-11,5.2550094011e-13
202,-6.2469343961e-11,7.4661299530e-13
203,-5.7866753232e-11,9.8256269701e-13
204,-5.3116636510e-11,1.2332058058e-12
205,-4.8226961496e-11,1.4983736173e-12
206,-4.3205557670e-11,1.7778746396e-12
207,-3.8060084542e-11,2.0714969868e-12
208,-3.2797999366e-11,2.3790101086e-12
209,-2.7426535457e-11,2.7001672262e-12
210,-2.1952672170e-11,3.0347070433e-12
211,-1.6383122925e-11,3.3823561570e-12
212,-1.0724310449e-11,3.7428306864e-12
213,-4.9823613394e-12,4.1158386025e-12
214,8.3691503139e-13,4.5010812208e-12
215,6.7280204198e-12,4.8982554041e-12
216,1.2685785119e-11,5.3070548780e-12
217,1.8705363965e-11,5.7271722702e-12
218,2.4782237956e-11,6.1583002189e-12
219,3.0912209076e-11,6.6001332229e-12
220,3.7091401930e-11,7.0523685230e-12
221,4.3316249933e-11,7.5147077481e-12
222,4.9583491408e-11,7.9868575577e-12
223,5.5890159279e-11,8.4685310776e-12
224,6.2233567102e-11,8.9594483006e-12
225,6.8611300142e-11,9.4593373135e-12
226,7.5021197814e-11,9.9679344592e-12
227,8.1461343228e-11,1.0484985363e-11
228,8.7930043204e-11,1.1010244864e-11
229,9.4425817336e-11,1.1543477855e-11
230,1.0094737705e-10,1.2084459002e-11
231,1.0749361326e-10,1.2632973404e-11
232,1.1406357739e-10,1.3188816121e-11
233,1.2065646411e-10,1.3751792686e-11
234,1.2727160107e-10,1.4321718452e-11
235,1.3390841919e-10,1.4898418972e-11
236,1.4056645839e-10,1.5481729200e-11
237,1.4724533143e-10,1.6071493764e-11
238,1.5394472614e-10,1.6667566035e-11
239,1.6066438056e-10,1.7269808322e-11
240,1.6740407800e-10,1.7878090841e-11
241,1.7416363749e-10,1.8492291853e-11
242,1.8094289176e-10,1.9112296557e-11
243,1.8774169140e-10,1.9737997199e-11
244,1.9455989101e-10,2.0369291914e-11
